Id;Name;Address;Location;Province;Zip_Code;Items;Weight;Node_Type;TW_Start;TW_End;Latitude;Longitude;Email;Phone
115;CENTRE MÈDIC MOLINS, SL;PS DEL TERRAPLÈ, 97;Molins de Rei;BARCELONA;8750;177;21339,12;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,41804038;2,01092833300004;lluisplanas@clinicademolinsderei.com;936680004
116;HOSPITAL DE MOLLET;RD PINETONS, 6-8;Mollet del Vallès;BARCELONA;8100;164;19771,84;GENERAL;03:00;23:59;41,543718303;2,20246175900007;hmolldir@ctv.es;935760300
117;HOSPITAL DE SABADELL;CR PROLONGACIÓ TAULÍ, S/N;Sabadell;BARCELONA;8208;861;103802,16;GENERAL;03:00;23:59;41,5533268560001;2,11074609700006;direcciogeneral@cspt.es;937231010
118;BENITO MENNI,COMPLEX ASSISTENCIAL EN SALUT MENTAL.;CR DR. ANTONI PUJADAS, 38;Sant Boi de Llobregat;BARCELONA;8830;774;93313,44;PSIQUIÁTRICO;03:00;23:59;41,3499151890001;2,03829569300007;hospital@hsc-bmennibcn.org;936402400
119;PARC SANITARI SANT JOAN DE DÉU - RECINTE SANT BOI.;CR DR. ANTONI PUJADAS, 42;Sant Boi de Llobregat;BARCELONA;8830;1065;128396,4;GENERAL;03:00;23:59;41,349976633;2,03818852800003;mvalencia@pssjd.org;936406350
120;PARC SANITARI SANT JOAN DE DÉU - HOSPITAL GENERAL;CR CAMÍ VELL DE LA COLÒNIA, 25;Sant Boi de Llobregat;BARCELONA;8830;246;29657,76;GENERAL;03:00;23:59;41,3563472160001;2,03052222500003;hsantboi@hsantboi.es;936615208
121;HOSPITAL DE SANT CELONI.;AV DE L'HOSPITAL, 19;Sant Celoni;BARCELONA;8470;100;12056,0;GENERAL;03:00;23:59;41,6876394860001;2,48632366400005;secretaria@hsceloni.es;938670617
122;HOSPITAL UNIVERSITARI GENERAL DE CATALUNYA;CR PEDRO I PONS, 1;Sant Cugat del Vallès;BARCELONA;8195;286;34480,16;GENERAL;03:00;23:59;41,4687280090001;2,03665952700004;hgc@hgc.es;935656000
123;CASAL DE CURACIÓ;CR MARIA VIDAL, 19;Vilassar de Mar;BARCELONA;8340;81;9765,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,501687082;2,38739236500004;curacio@suport.org;937590241
124;HOSPITAL RESIDÈNCIA SANT CAMIL - CONSORCI SANITARI DEL GARRAF.;RD SANT  CAMIL, S/N;Sant Pere de Ribes;BARCELONA;8810;295;35565,2;GENERAL;03:00;23:59;41,2538499880001;1,76613999400007;santcamil@hrsantcamil.es;938960025
125;CENTRES ASSISTENCIALS DR. EMILI MIRA I LÓPEZ (RECINTE TORRIBERA).;CR PRAT DE LA RIBA, 171;Santa Coloma de Gramenet;BARCELONA;8921;454;54734,24;PSIQUIÁTRICO;03:00;23:59;41,462396251;2,21333001600004;g.torribera@diba.es;934628926
126;FUNDACIÓ HOSPITAL DE L'ESPERIT SANT;AV MOSSÈN JOSEP PONS I ROBADÀ, S/N;Santa Coloma de Gramenet;BARCELONA;8923;177;21339,12;GENERAL;03:00;23:59;41,439224445;2,21079733100004;mesteva@hes.scs.es / hesperitsant@hes.sc;933869648
127;HOSPITAL DE TERRASSA.;CT TORREBONICA, S/N;Terrassa;BARCELONA;8227;460;55457,6;GENERAL;03:00;23:59;41,558555326;2,05520199900008;csdt@csdt.es;937310007
128;HOSPITAL DE SANT LLÀTZER;PL DOCTOR ROBERT, 1;Terrassa;BARCELONA;8221;77;9283,12;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5629585470001;2,01709962400003;admissionsfsll@cst.cat;937837111
129;HOSPITAL UNIVERSITARI MÚTUA DE TERRASSA;PL DOCTOR ROBERT, 5;Terrassa;BARCELONA;8221;534;64379,04;GENERAL;03:00;23:59;41,5635015220001;2,01659752600006;;937365050
130;HOSPITAL  UNIVERSITARI DE VIC;"CR FRANCESC PLA ""EL VIGATA"", 1";Vic;BARCELONA;8500;292;35203,52;GENERAL;03:00;23:59;41,936365939;2,26094360800005;gerencia@hgv.es;938891111
131;CLÍNICA SANT JOSEP;CR SANT SEGIMON, 3;Vic;BARCELONA;8500;21;2531,76;GENERAL;03:00;23:59;41,9294950830001;2,26113118700005;administracio@clinicasjv.com;938861700
132;HOSPITAL DE LA SANTA CREU;RB HOSPITAL, 52;Vic;BARCELONA;8500;127;15311,12;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,928397547;2,25213599000006;sjuridica@chv.cat;938833300
133;HOSPITAL DE VILADECANS;AV GAVÀ, 38;Viladecans;BARCELONA;8840;110;13261,6;GENERAL;03:00;23:59;41,3124723110001;2,01397313000007;gerencia@hv.scs.es;936590111
134;HOSPITAL SANT ANTONI ABAT - CONSORCI SANITARI DEL GARRAF.;CR SANT JOSEP, 21;Vilanova i la Geltrú;BARCELONA;8800;111;13382,16;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,228743115;1,72300218400005;fhcaa@retemail.es;938931616
135;CENTRE SOCIOSANITARI CAN TORRAS;CT EL MASNOU A ALELLA, 11;Alella;BARCELONA;8328;119;14346,64;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,484694023;2,29828617900006;jm.cuartero@fsfa.cat;935551994
136;HESTIA MARESME;CR LEPANT, 13-21;Mataró;BARCELONA;8301;125;15070,0;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5358764050001;2,44422911500004;;931165279
137;PRYTANIS SANT BOI CENTRE SOCIOSANITARI;CR JOSEP TORRAS I BAGES, 55;Sant Boi de Llobregat;BARCELONA;8830;122;14708,32;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,348793932;2,04120307000005;prytanis@prytanisresidencial.es;936300931
138;CENTRE SOCIOSANITARI VERGE DEL PUIG;CR CAMPINS, 37;Sant Celoni;BARCELONA;8470;40;4822,4;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,6911209990001;2,48585930200005;residencia@hsceloni.cat;938673995
139;RESIDÈNCIA L'ESTADA;CM DE LA MASIA, S/N;Sant Andreu de Llavaneres;BARCELONA;8392;60;7233,6;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,56797419;2,49229708800004;estada@lestada.com;937926612
140;RESIDÈNCIA PUIG-REIG;CR LLOBREGAT, 75;Puig-reig;BARCELONA;8692;30;3616,8;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,9781191820001;1,87948173300003;cassbenefica2@logiccontrol.es;938380045
141;RESIDÈNCIA SANTA SUSANNA;CR FONT I BOET, 16;Caldes de Montbui;BARCELONA;8140;64;7715,84;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,6307870000001;2,16401400000007;aros@fundaciostasusanna.cat;938654994
142;HOSPITAL DE MATARÓ;CT CIRERA, 230;Mataró;BARCELONA;8304;402;48465,12;GENERAL;03:00;23:59;41,555597182;2,43030160600006;gerencia@csdm.es;937417700
143;HOSPITAL UNIVERSITARI VALL D'HEBRON;PS VALL D'HEBRON, 119-129;Barcelona;BARCELONA;8035;1315;158536,4;GENERAL;03:00;23:59;41,4276414340001;2,14164638800003;dirgerencia@vhebron.net;934894524
144;CENTRE POLIVALENT CAN FOSC;CT DE LLERONA, S/N;Ametlla del Vallès, L';BARCELONA;8480;56;6751,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,6622691260001;2,27332958800002;vbonet@fundaciovallparadis.es;938432786
145;HOSPITAL SOCIOSANITARI MUTUAM GÜELL;CR MARE DE DÉU DE LA SALUT, 49;Barcelona;BARCELONA;8024;167;20133,52;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4113206270001;2,15676266200006;mutuam@mutuam.com;932133400
146;MÚTUA DE GRANOLLERS, MÚTUA DE PREVISIÓ SOCIAL A PRIMA FIXA;PL PAU CASALS, S/N;Granollers;BARCELONA;8402;20;2411,2;GENERAL;03:00;23:59;41,6073015000001;2,28941100000003;rblanch@mutua.org;938708099
147;HOSPITAL COMARCAL DE L'ALT PENEDÈS.;CR ESPIRALL, S/N;Vilafranca del Penedès;BARCELONA;8720;144;17360,64;GENERAL;03:00;23:59;41,3564879520001;1,70436918300004;xvillanova@csap.scs.es;938180440
148;ÀPTIMA CENTRE CLÍNIC - MÚTUA DE TERRASSA;PL DOCTOR ROBERT, 5;Terrassa;BARCELONA;8221;70;8439,2;GENERAL;03:00;23:59;41,5635015220001;2,01659752600006;cmarin@mutuaterrassa.cat;937365072
149;INSTITUT CATALÀ D'ONCOLOGIA - HOSPITAL DURAN I REYNALS;AV GRAN VIA, 203;Hospitalet de Llobregat, L';BARCELONA;8908;126;15190,56;ONCOLÓGICO;03:00;23:59;41,344924307;2,11117079800005;cserra@ico.scs.es;933357011
150;SAR MONT MARTÍ;CT CASSERRES (ABANS PO. LA SALA S/N), 1;Puig-reig;BARCELONA;8692;20;2411,2;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,9550525940001;1,87131500000004;direccion.montmarti@domusvi.es;938290138
151;REGINA SAR;CR MARE DE DÉU DEL COLL, 22;Barcelona;BARCELONA;8023;12;1446,72;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,4090521140001;2,14957188100004;direccion.regina@sarquavitae.es;932848635
152;CENTRE VALLPARADÍS;CR SANT ANTONI, 52;Terrassa;BARCELONA;8221;81;9765,36;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5648907280001;2,01660961200002;gerenciamutua@mutuaterrassa.es;937365030
153;ITA MARESME;CR BARÓ DE VIVER, 58;Argentona;BARCELONA;8310;77;9283,12;OTROS MONOGRÁFICOS;03:00;23:59;41,5489737840001;2,39601855100005;itacat@itacat.com;937530062
154;CLÍNICA LLÚRIA;PG MERCADER, 14;Barcelona;BARCELONA;8008;40;4822,4;PSIQUIÁTRICO;03:00;23:59;41,3924929;2,15987221900002;clinicalluria@cpbssm.org;934882142
155;ANTIC HOSPITAL DE SANT JAUME I SANTA MAGDALENA;CR HOSPITAL, 29-31;Mataró;BARCELONA;8301;70;8439,2;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,5396972140001;2,44885690200005;gerencia@csdm.es;937582800
156;PARC SANITARI SANT JOAN DE DÉU - NUMÀNCIA;CR NUMÀNCIA, 7-13;Barcelona;BARCELONA;8029;159;19169,04;PSIQUIÁTRICO;03:00;23:59;41,3813705050001;2,14125100100006;upps@pssjd.org;933249600
157;PRYTANIS HOSPITALET CENTRE SOCIOSANITARI;CR APRESTADORA, 43-45;Hospitalet de Llobregat, L';BARCELONA;8902;104;12538,24;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,3642542000001;2,13003411300002;prytanis@prytanis.com;932988090
158;COMUNITAT TERAPÈUTICA ARENYS DE MUNT;"CT BARRI ORIENT  ""CAN ZARIQUIEY"", 26";Arenys de Munt;BARCELONA;8358;42;5063,52;PSIQUIÁTRICO;03:00;23:59;41,620505;2,53148284700006;ctam@ctm-salutmental.com;937938006
159;HOSPITAL SOCIOSANITARI PERE VIRGILI;AV VALLCARCA, 169-205;Barcelona;BARCELONA;8023;366;44124,96;GERIATRÍA Y/O LARGA ESTANCIA;03:00;23:59;41,415848613;2,14207002600006;pvirgili@perevirgili.catsalut.cat;932594000
160;BENITO MENNI COMPLEX ASSISTENCIAL EN SALUT MENTAL;CR FRANCESC RIBAS, 59;Granollers;BARCELONA;8402;30;3616,8;PSIQUIÁTRICO;03:00;23:59;41,613547263;2,29179322600004;hospital@hospitalbenitomenni.org;938425035
